headliner,support,year,date,time,ticket_price,
French Express Tour,"Perseus, Moon Boots, Jonas Rathsman",2012,Wednesday Dec 5,9:00 PM,"			 $10.00       ",
EL VEZ - Mex-mas!,Jumpin' Jupiter,2012,Monday Dec 3,7:00 PM,"			 $20       ",
Pleasurekraft,"Funkdamentalist, George K.",2012,Saturday Dec 1,10:00 PM,"			 $10.00       ",
Magda,Lxsx Frxnk,2012,Friday Nov 30,10:00 PM,"			 $10.00       ",
Kid Sister (CANCELLED),"Jerome Baker III, DJ Spicoli",2012,Thursday Nov 29,10:00 PM,"			 $10.00       ",
Stanton Warriors,"Proxxy & Lantern, Ciconte",2012,Wednesday Nov 28,10:00 PM,"			 $5.00       ",
Skeleton$,"Zs, Les RhinocÃ©ros, DJ Sean Peoples",2012,Tuesday Nov 27,7:00 PM,"			 $10.00       ",
Break Science & Michal Menert,"Mux Mool, Raw Russ, Rek Subport",2012,Sunday Nov 25,9:00 PM,"			 $12.00-$15.00       ",
BLISS,"Dimitri Max, Free Magic & Faso, J. Mack",2012,Saturday Nov 24,10:00 PM,"			 $10.00       ",
Kid Koala 12 bit Blues Vinyl Vaudeville,Adira Amram and The Experience,2012,Saturday Nov 24,7:00 PM,"			 $15       ",
"""The Itis""","Micah Vellian vs. Chris Burns, Lxsx Frxnk vs. Chris Nitti, Two McFlys (Soul Sway & Funkdamentalist)",2012,Friday Nov 23,10:00 PM,"			 $10.00       ",
MOOMBAHTON MASSIVE XX - 2 Year Anniversary!,"Nadastrom, Sabo, A Tribe Called Red",2012,Thursday Nov 22,9:00 PM,"			 $8.00       ",
Love & Light,"Fort Knox Five, Thunderball, Jayclue",2012,Wednesday Nov 21,10:00 PM,"			 $10.00       ",
Knight Riderz,"Fort Knox Five, Thunderball, Jayclue",2012,Wednesday Nov 21,10:00 PM,"			 $10.00       ",
Peelander-Z,Electric Eel Shock,2012,Wednesday Nov 21,7:00 PM,"			 $15       ",
Caspa (at 9:30 Club),"Helicopter Showdown, Willy Joy, Billy The Gent",2012,Tuesday Nov 20,8:00 PM,"			 $30       ",
Turquoise Jeep,,2012,Tuesday Nov 20,7:00 PM,"			 $20       ",
Tittsworth,"Rez & Des McMahon, Reed Rothchild, 814ofCourse",2012,Saturday Nov 17,10:00 PM,"			 $10.00       ",
Alex Winston (Live),Misun (Live),2012,Saturday Nov 17,7:00 PM,"			 $12.00       ",
Anthony Collins,"R n' B, Marko Peli",2012,Friday Nov 16,10:00 PM,"			 $10.00       ",
Blacklight Smoke (Live),"R n' B, Marko Peli",2012,Friday Nov 16,10:00 PM,"			 $10.00       ",
Marco Benevento,WOLF!,2012,Friday Nov 16,6:30 PM,"			 $15.00       ",
Araabmuzik,"Willy Joy, 00Genesis",2012,Thursday Nov 15,10:00 PM,"			 $10.00       ",
Matthew Dear,Light Asylum,2012,Thursday Nov 15,7:00 PM,"			 $17       ",
Drop The Lime (Live),Trevor Martin,2012,Wednesday Nov 14,9:00 PM,"			 $8.00       ",
The Rezillos,7 Door Sedan,2012,Tuesday Nov 13,7:00 PM,"			 $20       ",
Pete Holmes,Brian Parise,2012,Monday Nov 12,7:00 PM,"			 $20       ",
Unkle Scootys Bassment,"Stereo Faith, Tom Lim, Jerome Baker III, Billy The Gent, Spinser Tracy",2012,Sunday Nov 11,9:00 PM,"			 $5.00       ",
Nouveau Riche,"Gavin Holland, Steve Starks, Nacey, DJ JD",2012,Saturday Nov 10,10:00 PM,"			 $10.00       ",
Timmy Regisford,Chris Burns,2012,Friday Nov 9,10:00 PM,"			 $10.00       ",
The Twelves,Penguin Prison (DJ Set),2012,Thursday Nov 8,10:00 PM,"			 $15.00       ",
Treasure Fingers,"Zimmer, Smudge",2012,Wednesday Nov 7,10:00 PM,"			 $10.00       ",
Orchard Lounge,Bit Funk,2012,Saturday Nov 3,10:00 PM,"			 $10.00       ",
Donavon Frankenreiter,"Brian Russo, Gideon Grove",2012,Saturday Nov 3,6:00 PM,"			 $21       ",
Jessi (J. Phlip) Phillippe vs. L-Vis 1990,Refugee,2012,Friday Nov 2,10:00 PM,"			 $10.00       ",
The Caribbean,"More Humans, Harness Flux",2012,Friday Nov 2,6:00 PM,"			 $12       ",
ZOMBOY,,2012,Thursday Nov 1,9:00 PM,"			 $12.00       ",
Hulk,,2012,Thursday Nov 1,9:00 PM,"			 $12.00       ",
Crookers,"Nick Catchdubs, DJ Yorker",2012,Wednesday Oct 31,9:00 PM,"			 $20.00       ",
Grouplove (DJ set),"Lightwaves, Smudge",2012,Tuesday Oct 30,10:00 PM,"			 $10.00       ",
Wallpaper & Neon Hitch ( CANCELLED ),,2012,Monday Oct 29,7:00 PM,"			 $15       ",
J BOOG,Hot Rain,2012,Sunday Oct 28,7:00 PM,"			 $20       ",
"BLISS ""Bottle Service Nightmare""","Walker & Royce and Jacques Renault, Will Eastman, Micah Vellian",2012,Saturday Oct 27,10:00 PM,"			 $10.00       ",
Wolf Gang,"ATLAS GENIUS, The Royal Concept",2012,Saturday Oct 27,6:00 PM,"			 $15       ",
Carl Craig,,2012,Friday Oct 26,10:00 PM,"			 $10.00       ",
Major Lazer (at 9:30 Club),"Pictureplane, Brenmar",2012,Thursday Oct 25,10:00 PM,"			 $30.00       ",
Pantha Du Prince (Live),Lxsx Frxnk,2012,Thursday Oct 25,10:00 PM,"			 $10.00       ",
St. Etienne,Volta Bureau (live),2012,Thursday Oct 25,7:00 PM,"			 $30       ",
Dub FX w/ Flower Fairy,"Snareophobe, Starfighterz",2012,Wednesday Oct 24,9:00 PM,"			 $10       ",
SBTRKT (DJ set),Nature Rage,2012,Sunday Oct 21,9:00 PM,"			 $15.00       ",
Flight Facilities,"Baio, DJ Provoke",2012,Saturday Oct 20,10:00 PM,"			 $10.00       ",
Ben Sollee,Anya Marina,2012,Saturday Oct 20,7:00 PM,"			 $15.00       ",
Miguel Migs,ForQuarters Collective,2012,Friday Oct 19,10:00 PM,"			 $12.00       ",
Bailey,"Boca 45, Fort Knox Five, Thunderball, DJ Slant",2012,Thursday Oct 18,10:00 PM,"			 $10.00       ",
The Hold Steady,Natural Child,2012,Thursday Oct 18,7:00 PM,"			 $25       ",
Moombahton Massive XIX,"Nadastrom, Sabo, Melo, SAZON BOOYA, J-Boogie",2012,Wednesday Oct 17,10:00 PM,"			 $8.00       ",
The Hold Steady,Natural Child,2012,Wednesday Oct 17,7:00 PM,"			 $25       ",
Three Days Grace,,2012,Tuesday Oct 16,7:00 PM,"			 $35       ",
Fat Trel & The Slutty Boyz,"Chris Barz, Light Show, Lyriciss, Big Lean, Sock The Rapper, HiDefinite, REDC, DJ Mista Selecta",2012,Sunday Oct 14,7:00 PM,"			 $20.00       ",
Nouveau Riche,"Gavin Holland, Steve Starks, Nacey, DJ Yorker",2012,Saturday Oct 13,10:00 PM,"			 $10.00       ",
LindstrÃ¸m,"Beautiful Swimmers, Venice Beach",2012,Friday Oct 12,10:00 PM,"			 $10.00       ",
Outputmessage (DJ Set),"Bil Todd, DJ Baronhawk",2012,Thursday Oct 11,9:00 PM,"			 $5.00       ",
DJ Keenan,"Bil Todd, DJ Baronhawk",2012,Thursday Oct 11,9:00 PM,"			 $5.00       ",
Designer Drugs,Rez & Des McMahon,2012,Wednesday Oct 10,10:00 PM,"			 $8.00       ",
Cris Cab,Sebastian Mikael,2012,Wednesday Oct 10,7:00 PM,"			 $15       ",
James Iha (CANCELLED),Milagres,2012,Monday Oct 8,7:00 PM,"			 $15       ",
Flosstradamus,"DJ Sliink, Obeyah",2012,Sunday Oct 7,9:00 PM,"			 $10.00       ",
Alvin Risk,Brian Billion,2012,Saturday Oct 6,10:00 PM,"			 $10.00       ",
Bicep,,2012,Friday Oct 5,10:00 PM,"			 $10.00       ",
Volta Bureau (DJ Set),,2012,Friday Oct 5,10:00 PM,"			 $10.00       ",
Jon Spencer Blues Explosion,Talk Normal,2012,Friday Oct 5,7:00 PM,"			 $22       ",
Butch Clancy,"Knoxbox, Instagib, Yola (Grand Ancestor)",2012,Thursday Oct 4,10:00 PM,"			 $10 / $15 at Door       ",
Big Chocolate,"Knoxbox, Instagib, Yola (Grand Ancestor)",2012,Thursday Oct 4,10:00 PM,"			 $10 / $15 at Door       ",
The Green,Stick Figure,2012,Thursday Oct 4,6:00 PM,"			 $15       ",
Aeroplane,"Outputmessage (Live - EP Release Party), DJ Provoke",2012,Wednesday Oct 3,9:00 PM,"			 $12.00       ",
Tiger & Woods,"Outputmessage (Live - EP Release Party), DJ Provoke",2012,Wednesday Oct 3,9:00 PM,"			 $12.00       ",
Two Door Cinema Club (DJ Set),"Ben Browning (Cut Copy), Stereo Faith",2012,Tuesday Oct 2,10:00 PM,"			 $10.00       ",
Classixx,"Will Eastman, Ozker",2012,Saturday Sep 29,10:00 PM,"			 $10.00       ",
Grimes,"Elite Gymnastics, Myths",2012,Saturday Sep 29,6:00 PM,"			 $18       ",
Damian Lazarus,"Prab K, Charles Martin",2012,Friday Sep 28,10:00 PM,"			 $10.00       ",
Tittsworth,"Billy The Gent, Steve Starks",2012,Thursday Sep 27,10:00 PM,"			 $5.00       ",
Thee Mike B,"Billy The Gent, Steve Starks",2012,Thursday Sep 27,10:00 PM,"			 $5.00       ",
John Talabot (USA debut live set),"Beautiful Swimmers, Brian Billion",2012,Wednesday Sep 26,10:00 PM,"			 $8.00       ",
Zammuto,Lymbyc System,2012,Wednesday Sep 26,7:00 PM,"			 $15       ",
DJ Ipek,Vanniety Kills vs. Seany Ranks,2012,Tuesday Sep 25,9:00 PM,"			 $5.00       ",
Gonjasufi,"Refugee, Hootie B., 00Genesis",2012,Sunday Sep 23,9:00 PM,"			 $8.00       ",
Bliss 12 Year Anniversary Party!,"Will Eastman ""Caroline/Rabid"" EP Release Party",2012,Saturday Sep 22,10:00 PM,"			 $10.00       ",
Sunshine Jones,"Sam ""The Man"" Burns, Vanniety Kills vs. Seany Ranks",2012,Friday Sep 21,10:00 PM,"			 $10.00       ",
Nina Kraviz,"Chris Nitti, Lxsx Frxnk",2012,Friday Sep 21,10:00 PM,"			 $10.00       ",
ALO,,2012,Friday Sep 21,7:00 PM,"			 $20.00       ",
"Shirts Off! w/ Matt Bailer, DJ Keenan","DJ Baronhawk, Bradley Portnoy",2012,Thursday Sep 20,9:00 PM,"			 $5.00       ",
Mt. Eerie,"Secret Mountains, DJ Sean Peoples",2012,Tuesday Sep 18,8:00 PM,"			 $12.00       ",
Coast 2 Coast Industry Mixer,,2012,Sunday Sep 16,9:00 PM,"			 $10.00       ",
Harvard Bass,Jen Lasher,2012,Saturday Sep 15,10:00 PM,"			 $10.00       ",
Destructo,Jen Lasher,2012,Saturday Sep 15,10:00 PM,"			 $10.00       ",
Maximo Park,"The Neighbourhood, Stagnant Pools",2012,Saturday Sep 15,6:00 PM,"			 $16.00       ",
Matt Tolfrey,Sarah Myers,2012,Friday Sep 14,10:00 PM,"			 $10.00       ",
Gavin Herlihy,Sarah Myers,2012,Friday Sep 14,10:00 PM,"			 $10.00       ",
POP ETC (Live),"Dale Earnhardt Jr. Jr. (DJ Set), Cold Fronts",2012,Thursday Sep 13,10:00 PM,"			 $10.00       ",
Nadastrom 5-Year Anniversary (at Backbar),,2012,Thursday Sep 13,10:00 PM,"			 $5.00       ",
MOOMBAHTON MASSIVE XVIII,"Nadastrom, Sabo, Toy Selectah, DJ Blass",2012,Wednesday Sep 12,9:00 PM,"			 $12.00       ",
Nouveau Riche,"Gavin Holland, Steve Starks, Nacey",2012,Saturday Sep 8,10:00 PM,"			 $10.00       ",
Chopteeth AfroFunk Big Band,Spiritual Rez,2012,Saturday Sep 8,7:00 PM,"			 $15       ",
Dennis Ferrer,"Andre Hommen, Dominique Keegan",2012,Friday Sep 7,10:00 PM,"			 $10.00       ",
Sons of Bill,Melodime,2012,Friday Sep 7,7:00 PM,"			 $10       ",
Andy C,"MC Armanni Reign, Knoxbox, Contemplation",2012,Thursday Sep 6,9:00 PM,"			 $20.00 / $25 at the door       ",
Downlink,"MC Armanni Reign, Knoxbox, Contemplation",2012,Thursday Sep 6,9:00 PM,"			 $20.00 / $25 at the door       ",
Anna Lunoe,"DJ Provoke, Ozker, Bil Todd, DJ Macaulay",2012,Wednesday Sep 5,9:00 PM,"			 $5.00       ",
Doc Scott,"Jae Kennedy, Thunderball, Brau Brothers, DJ Slant",2012,Sunday Sep 2,9:00 PM,"			 $10.00       ",
Gesaffelstein,"Gina Turner, Heart-O-Matic (DJs Stereo Faith & Aetgy)",2012,Saturday Sep 1,10:00 PM,"			 $10.00       ",
Sneaky Sound System,DJ Remote Ctrl,2012,Saturday Sep 1,7:00 PM,"			 $10.00       ",
Danny Howells,"Solomon Sanchez, The Elders",2012,Friday Aug 31,10:00 PM,"			 $10.00       ",
Michael Jackson Is Still Alive,"James Nasty, Jerome Baker III, Redline Graffiti (Live)",2012,Friday Aug 31,5:00 PM,,
Claude VonStroke,Nacey,2012,Thursday Aug 30,10:00 PM,"			 $10.00       ",
Thirst DC One Year Anniversary,"DJ Yorker, Chef Allison Sosna",2012,Thursday Aug 30,7:00 PM,"			 $25.00 / $40 AT THE DOOR       ",
Martin Buttrich,"Lomez, Raffi, Yacine A.",2012,Wednesday Aug 29,10:00 PM,"			 $10.00       ",
Bliss w/ Goldroom,"Keenan, Sami Y.",2012,Saturday Aug 25,10:00 PM,"			 $10.00       ",
Farid,"DJ Kostas, Thomas Blondet",2012,Friday Aug 24,10:00 PM,"			 $5.00       ",
Goth-Trad (Live),"Killawatt & Thelem, Joe Nice, Encryption, Refugee, Whighzeguy",2012,Thursday Aug 23,9:00 PM,"			 $10.00       ",
Andrew Morgan (PPU),,2012,Wednesday Aug 22,10:00 PM,,
Beautiful Swimmers,,2012,Wednesday Aug 22,10:00 PM,,
Fred Falke,Will Eastman,2012,Saturday Aug 18,10:00 PM,"			 $10.00       ",
Juan MacLean (DJ Set),"Still Going (DJ Set), Philip Goyette",2012,Friday Aug 17,10:00 PM,"			 $10.00       ",
Bonobo (DJ Set),"Thomas Blondet, DJ Remote Ctrl",2012,Thursday Aug 16,9:00 PM,"			 $12.00       ",
MOOMBAHTON MASSIVE XVII,"Peligrosa All-Stars (DJ Orion, Sonora, King Louie)",2012,Wednesday Aug 15,10:00 PM,"			 $10.00       ",
The State Department,"Imperial China, Typefighter",2012,Wednesday Aug 15,7:00 PM,"			 $10.00       ",
Local Elements,"Insulin, Psykofly, Julez, Rogue State, Resonance",2012,Sunday Aug 12,9:00 PM,"			 $5.00       ",
Nouveau Riche,,2012,Saturday Aug 11,10:00 PM,"			 $10.00       ",
All Good Funk Alliance (Live),"Team Zapata, Prab K.",2012,Friday Aug 10,10:00 PM,"			 $10.00       ",
The Hood Internet,"Capital Cities, Magic Man",2012,Thursday Aug 9,10:00 PM,"			 $12.00       ",
Will Eastman,"Lxsx Frxnk, DJ Baronhawk",2012,Wednesday Aug 8,9:00 PM,"			 $5.00       ",
Shea Van Horn,"Lxsx Frxnk, DJ Baronhawk",2012,Wednesday Aug 8,9:00 PM,"			 $5.00       ",
Matt Bailer,"Lxsx Frxnk, DJ Baronhawk",2012,Wednesday Aug 8,9:00 PM,"			 $5.00       ",
AC Slater,"Star Eyes, The Captain",2012,Saturday Aug 4,10:00 PM,"			 $10.00       ",
The Internet,Kilo Kish,2012,Saturday Aug 4,6:30 PM,"			 $15       ",
Ultra NatÃ©,"Lisa Moody, Chris Burns",2012,Friday Aug 3,10:00 PM,"			 $5.00       ",
Trolley Snatcha,"2rip vs. DJ Obscure, Grime Syndicate, Encryption",2012,Thursday Aug 2,9:00 PM,"			 $12.00 advance / Under 21 Pays $3 at the Door       ",
Gold Panda,"Beacon, Nature Rage",2012,Wednesday Aug 1,9:00 PM,"			 $12.00       ",
Shigeto,"Beacon, Nature Rage",2012,Wednesday Aug 1,9:00 PM,"			 $12.00       ",
Brandt Brauer Frick,,2012,Tuesday Jul 31,7:00 PM,"			 $15.00       ",
The Do,,2012,Monday Jul 30,7:00 PM,"			 $12.00       ",
Charli XCX,,2012,Sunday Jul 29,7:00 PM,"			 $15       ",
St. Lucia,,2012,Sunday Jul 29,7:00 PM,"			 $15       ",
Bliss w/ Will Eastman,"Deep Sang, Ozker",2012,Saturday Jul 28,10:00 PM,"			 $10.00       ",
The Company Band,"Lionize, Black Cowgirl",2012,Saturday Jul 28,6:30 PM,"			 $15.00       ",
Danny Daze,Yacine A.,2012,Friday Jul 27,10:00 PM,"			 $10.00       ",
Amirali (Live),Yacine A.,2012,Friday Jul 27,10:00 PM,"			 $10.00       ",
Kishi Bashi,Tall Tall Trees,2012,Friday Jul 27,7:00 PM,"			 $12.00       ",
Alvin Risk,"Hyx & Houston, Erictronica",2012,Thursday Jul 26,10:00 PM,"			 $10.00       ",
Junior Boys (DJ Set),Brian Billion,2012,Wednesday Jul 25,10:00 PM,"			 $10.00       ",
Liars,Unknown Mortal Orchestra,2012,Wednesday Jul 25,7:00 PM,"			 $20.00       ",
Fang Island,Dinosaur Feathers,2012,Sunday Jul 22,7:00 PM,"			 $15.00       ",
Midnight Conspiracy,Sumner,2012,Saturday Jul 21,10:00 PM,"			 $10.00       ",
Jay Brannan,Sophie Madeleine,2012,Saturday Jul 21,7:00 PM,"			 $20.00       ",
Matthew Dear (DJ Set),"Outputmessage (DJ Set), Funkdamentalist",2012,Friday Jul 20,10:00 PM,"			 $10.00       ",
The Gaslight Anthem,Dave Hause,2012,Friday Jul 20,7:00 PM,"			 $20       ",
Tittsworth,"Starks & Nacey, Misun (Live)",2012,Thursday Jul 19,10:00 PM,"			 $5.00       ",
DJ Ayres,"Starks & Nacey, Misun (Live)",2012,Thursday Jul 19,10:00 PM,"			 $5.00       ",
Ours,School Of Rock,2012,Thursday Jul 19,7:00 PM,"			 $15.00       ",
Onra (Live),"Party Supplies, Pursuit Grooves (Live), Micah Vellian",2012,Wednesday Jul 18,9:00 PM,"			 $8.00       ",
Nona Hendryx,,2012,Tuesday Jul 17,7:00 PM,"			 $25.00       ",
Kindness,,2012,Sunday Jul 15,8:00 PM,"			 $5.00       ",
Trouble Funk,,2012,Sunday Jul 15,8:00 PM,"			 $5.00       ",
Nouveau Riche w/ special guest @LILINTERNET,"Gavin Holland, Steve Starks, Nacey",2012,Saturday Jul 14,10:00 PM,"			 $10.00       ",
Debo Band,DJ Underdog,2012,Saturday Jul 14,7:00 PM,"			 $12.00       ",
Tim Green,"Beaner, Lxsx Frxnk",2012,Friday Jul 13,10:00 PM,"			 $10.00       ",
Simon Baker,"Beaner, Lxsx Frxnk",2012,Friday Jul 13,10:00 PM,"			 $10.00       ",
Spoek Mathambo,Pegasus Warning,2012,Friday Jul 13,7:00 PM,"			 $20.00       ",
"Gigamesh, Punks Jump Up",Foxes (Live),2012,Thursday Jul 12,9:00 PM,"			 $12.00 - $15.00       ",
Moombahton Massive XVI,"Nadastrom, Sabo, Jen Lasher, Cousin Culo",2012,Wednesday Jul 11,9:00 PM,"			 $8.00       ",
Robyn (DJ Set),Volta Bureau (DJ Set),2012,Sunday Jul 8,9:00 PM,"			 $25.00       ",
DJ Rokk,Volta Bureau (DJ Set),2012,Sunday Jul 8,9:00 PM,"			 $25.00       ",
Robyn (DJ Set),"Shea Van Horn & Matt Bailer B2B (Mixtape, DC)",2012,Saturday Jul 7,10:00 PM,"			 $30.00       ",
DJ Rokk,"Shea Van Horn & Matt Bailer B2B (Mixtape, DC)",2012,Saturday Jul 7,10:00 PM,"			 $30.00       ",
Novalima,Congo Sanchez (DJ Set),2012,Saturday Jul 7,7:00 PM,"			 $15       ",
Lee Burridge,Mike Fisher,2012,Friday Jul 6,10:00 PM,"			 $10.00       ",
Bare,"Hyx & Houston, Grime Syndicate",2012,Thursday Jul 5,10:00 PM,"			 $12.00       ",
Ajapai,"Hyx & Houston, Grime Syndicate",2012,Thursday Jul 5,10:00 PM,"			 $12.00       ",
Poirier & Boogat  (DJ & MC),"Empresarios, Alma TropicÃ¡lia, Maracuyeah, Fort Knox Five vs. Thunderball, Jay Clue",2012,Tuesday Jul 3,9:00 PM,"			 $10.00       ",
Live HariKaraoke Band,,2012,Monday Jul 2,8:00 PM,"			 $10.00       ",
Flosstradamus,"Willy Joy, Steve Starks",2012,Saturday Jun 30,10:00 PM,"			 $10.00       ",
Robert Babicz (Live PA),"Jubilee, Solomon Sanchez",2012,Friday Jun 29,10:00 PM,"			 $5.00       ",
WILD NORTH,"Sami Y., Ben Howell, Young Raf, Snare",2012,Thursday Jun 28,10:00 PM,"			 $5.00       ",
"Bliss w/ Cassian, Moon Boots",Will Eastman,2012,Saturday Jun 23,10:00 PM,"			 $10.00       ",
Face To Face (acoustic),Nat Rufus of the Blacklist Royals (solo acoustic),2012,Saturday Jun 23,7:00 PM,"			 $20.00       ",
Timmy Regisford,Chris Burns,2012,Friday Jun 22,10:00 PM,"			 $10.00       ",
"Eli '""Paperboy"" Reed",Lily and the Parlour Tricks,2012,Friday Jun 22,7:00 PM,"			 $12.00       ",
"Tittsworth, Bro Safari",U Hell Halloween party with Gent & Jawns,2012,Thursday Jun 21,10:00 PM,"			 $5.00       ",
Nobody Beats the Drum,"GAVIN HOLLAND (Nouveau Riche, DC)",2012,Thursday Jun 21,7:00 PM,"			 $12.00       ",
Perseus,Only Children,2012,Wednesday Jun 20,10:00 PM,"			 $10.00       ",
Plastic Plates,Only Children,2012,Wednesday Jun 20,10:00 PM,"			 $10.00       ",
K. Flay,"Colin Munroe, Cheyne",2012,Wednesday Jun 20,7:00 PM,"			 $12.00       ",
TC,"Magnetie, Fringe, Masters of Death",2012,Sunday Jun 17,10:00 PM,"			 $10.00 - $14.00       ",
"Justin Martin, J. Phlip",Brian Billion,2012,Saturday Jun 16,10:00 PM,"			 $10.00       ",
Spanglish Fly,,2012,Saturday Jun 16,7:00 PM,"			 $12.00       ",
Doug Smith,Thomas Blondet,2012,Friday Jun 15,10:00 PM,"			 $5.00       ",
"Sam ""The Man"" Burns",Thomas Blondet,2012,Friday Jun 15,10:00 PM,"			 $5.00       ",
DJ Kostas,Thomas Blondet,2012,Friday Jun 15,10:00 PM,"			 $5.00       ",
Master Kev,Thomas Blondet,2012,Friday Jun 15,10:00 PM,"			 $5.00       ",
Mystery Jets (Live),Brenton Duvall (DJ Set),2012,Thursday Jun 14,10:00 PM,"			 $7.00       ",
Tokimonsta,Moon/Bounce,2012,Wednesday Jun 13,9:00 PM,"			 $12.00       ",
Suzi Analog,Moon/Bounce,2012,Wednesday Jun 13,9:00 PM,"			 $12.00       ",
Coast 2 Coast Industry Mixer,,2012,Sunday Jun 10,9:00 PM,"			 $10.00       ",
Nouveau Riche,"Gavin Holland, Steve Starks, Nacey",2012,Saturday Jun 9,10:00 PM,"			 $10.00       ",
Dimitri From Paris,,2012,Friday Jun 8,10:00 PM,"			 $10.00       ",
"KINGDOM, Bok Bok",Zo0oOOM! DJs R4NS0M & DENMAN,2012,Thursday Jun 7,9:00 PM,"			 $8.00       ",
Three Bad Jacks,,2012,Thursday Jun 7,7:00 PM,"			 $12.00       ",
Jokers Of The Scene,"Billy The Gent, Lemz",2012,Saturday Jun 2,10:00 PM,"			 $10.00       ",
Steve Bug,Steve Bugbee,2012,Friday Jun 1,10:00 PM,"			 $10.00       ",
Local Elements,"D-FECT (Deinfamous & IllEfect), ODJ, Encryption, Julez",2012,Thursday May 31,9:00 PM,"			 $5.00       ",
Goth-Trad,"Joe Nice, Refugee, Encryption B2B Whighzeguy",2012,Wednesday May 30,9:00 PM,"			 $10.00       ",
Afrika Bambaataa,"All Good Funk Alliance (Live), Fort Knox Five (DJ Set), Nappy Riddem",2012,Sunday May 27,9:00 PM,"			 $10.00       ",
"Bliss w/ Oliver (U-Tern), Chris Malinchak","DJ Provoke, DJ Remote Ctrl",2012,Saturday May 26,10:00 PM,"			 $10.00       ",
Miguel Migs,"Sam ""The Man"" Burns, Soul Sway",2012,Friday May 25,10:00 PM,"			 $10.00       ",
Lisa Shaw,"Sam ""The Man"" Burns, Soul Sway",2012,Friday May 25,10:00 PM,"			 $10.00       ",
Wallpaper,The Dance Party,2012,Friday May 25,7:00 PM,"			 $10.00       ",
Michael Mayer,,2012,Thursday May 24,10:00 PM,"			 $10.00       ",
"Beautiful Swimmers, Protect-U (DJ Set)",,2012,Thursday May 24,10:00 PM,"			 $5.00       ",
Black Dice,"Protect-U, The Little Dickheads",2012,Thursday May 24,6:00 PM,"			 $12.00       ",
Simian Mobile Disco (DJ Set),Dave P & JDH (Fixed),2012,Wednesday May 23,10:00 PM,"			 $10.00       ",
Ben Sollee,Brandon Butler,2012,Wednesday May 23,7:00 PM,"			 $15.00       ",
Nadastrom,,2012,Tuesday May 22,9:00 PM,"			 $8.00       ",
Sabo,,2012,Tuesday May 22,9:00 PM,"			 $8.00       ",
Steve Starks,,2012,Tuesday May 22,9:00 PM,"			 $8.00       ",
Lockdown feat. S.P.Y. & Jaguar Skills,"R4NS0M, Contemplation",2012,Sunday May 20,9:00 PM,"			 $12.00       ",
Soul Clap vs. Wolf + Lamb,,2012,Saturday May 19,10:00 PM,"			 $10.00       ",
Kingsley Flood,Drawbridges,2012,Saturday May 19,7:00 PM,"			 $12.00       ",
DJ Sneak,"Ken Lazee, John Johnson",2012,Friday May 18,10:00 PM,"			 $10.00       ",
Beth Orton,Selah Sue,2012,Friday May 18,7:00 PM,"			 $25       ",
Le Castle Vania,"Viceroy, Ghost Beach (DJ Set)",2012,Thursday May 17,9:00 PM,"			 $8.00       ",
Le Castle Vania,"Viceroy, Ghost Beach (DJ Set)",2012,Thursday May 17,9:00 PM,"			 $12.00       ",
GI Blythe,,2012,Thursday May 17,7:00 PM,"			 $12.00       ",
Madeon,Lightwaves,2012,Wednesday May 16,9:00 PM,"			 $18.00       ",
Yo Gotti,"Zed Zilla, C.M.G.",2012,Tuesday May 15,7:00 PM,"			 $20.00       ",
ALO,Chris Kasper,2012,Monday May 14,7:00 PM,"			 $20.00       ",
Mt. Eden,,2012,Sunday May 13,9:00 PM,"			 $15.00       ",
Nouveau Riche,"Gavin Holland, Steve Starks, Nacey",2012,Saturday May 12,10:00 PM,"			 $10.00       ",
"Marc ""MK"" Kinchen",Farid,2012,Friday May 11,10:00 PM,"			 $5.00       ",
Designer Drugs,"PLS DNT STP, Hyx & Houston",2012,Thursday May 10,9:00 PM,"			 $8.00       ",
Ben Browning (Cut Copy DJ Set),DJ Remote Ctrl,2012,Wednesday May 9,9:00 PM,"			 $5.00       ",
Will Eastman,DJ Remote Ctrl,2012,Wednesday May 9,9:00 PM,"			 $5.00       ",
Pendulum (DJ Set) - CANCELLED,,2012,Sunday May 6,9:00 PM,"			 $20.00       ",
Volta Bureau (DJ Set),,2012,Saturday May 5,10:00 PM,"			 $10.00       ",
Light Asylum,Daughn Gibson,2012,Saturday May 5,7:00 PM,"			 $12.00       ",
Nick Curly,Chris Nitti,2012,Friday May 4,10:00 PM,"			 $10.00       ",
Dirtyloud,,2012,Thursday May 3,9:00 PM,"			 $12.00       ",
Orchard Lounge,Mr. Bonkerz,2012,Saturday Apr 28,10:00 PM,"			 $10.00       ",
2012 International Soul Society Festival,,2012,Saturday Apr 28,12:00 PM,"			 $20.00       ",
Sol Power Allstars,Joe L.,2012,Friday Apr 27,10:00 PM,"			 $10.00       ",
2012 DMC Washington DC Regional DJ Battle,,2012,Friday Apr 27,6:00 PM,"			 $5.00       ",
Jeff Mills (Live),"RRose (Live), House Of Lions (aka Measax & Docindo)",2012,Thursday Apr 26,10:00 PM,"			 $30.00       ",
Alan Evans Trio (of Soulive),Gallons to Ounces,2012,Thursday Apr 26,7:00 PM,"			 $12.00       ",
Nadastrom,"Torro Torro, Lucie Tic",2012,Wednesday Apr 25,9:00 PM,"			 $8.00       ",
