"","artist","main_genre"
"2230","Lee Foss","House"
"2231","Jeremy Olander","House"
"2232","Miss Kittin","Electroclash"
"2233","Pan-Pot","Experimental techno"
"2234","Lee Burridge","Electronic Dance MusicAcid HouseMinimal TechnoTech houseBreakbeatElectronica"
"2235","Jackmaster","House"
"2236","Kate Simko","Electronic music"
"2237","Baauer","Electronic"
"2238","Matthew Dear","GlitchMicrohouseElectropopTech house"
"2239","Eats Everything","House"
"2240","Trippy Turtle","Electronica"
"2241","DJ Spooky","Electronica"
"2242","Kim Ann Foxman","Disco"
"2243","Dubfire","TechnoTech houseMinimal"
"2244","Minilogue","Minimal House/Minimal Techno"
"2245","Compa","Dubstep"
"2246","Bad Brains","Hardcore punk"
"2247","Thrice","Post-hardcore"
"2248","Morbid Angel","Death metal"
"2249","Enrique Bunbury","Hard rock"
"2250","Enter Shikari","Post-hardcore"
"2251","Easy Star All-Stars","Reggae"
"2252","Maxi Priest","Reggae"
"2253","GZA/Genius","Hip hop"
"2254","Barrington Levy","Reggae"
"2255","Action Bronson","Hip hop"
"2256","Symphony X","Progressive metal"
"2257","David Choi","Pop"
"2258","Jerry Lee Lewis","Rock and roll"
"2259","Tangerine Dream","Electronic"
"2260","Gregory Porter","Jazz"
"2261","Cassandra Wilson","Jazz"
"2262","Los Prisioneros","Punk rock"
"2263","Israel Vibration","Roots Reggae"
"2264","Kid Ink","Hip hop"
"2265","Van Der Graaf Generator","Progressive rock"
"2266","Millie Jackson","Soul"
"2267","Morris Day","Rock"
"2268","The Tubes","Rock"
"2269","Capleton","Reggae"
"2270","Jose Feliciano","Latin pop"
"2271","Dumpstaphunk","Funk"
"2272","Poncho Sanchez","Jazz"
"2273","Chuck Berry","Rock and roll"
"2274","Steve Kimock","Pop"
"2275","Pino Daniele","Rumba"
"2276","Lindsey Buckingham","Rock"
"2277","Leann Rimes","Country"
"2278","Andrea Echeverri","Rock en español"
"2279","Johnny Clegg","Mbaqanga"
"2280","Dianne Reeves","Jazz"
"2281","Quinn Sullivan","Blues"
"2282","Negrita","Alternative rock"
"2283","Danny Brown","Hip hop"
"2284","Mobb Deep","Hip hop"
"2285","Cypress Hill","Hip hop"
"2286","Sizzla","Reggae"
"2287","John Scofield","Jazz"
"2288","Big Daddy Kane","East Coast hip hop"
"2289","Tarrus Riley","Reggae"
"2290","A$AP Ferg","Hip hop"
"2291","Fabolous","Hip hop"
"2292","Afro-Cuban All Stars","Cuban music"
"2293","Trinidad James","Hip hop"
"2294","Alpha Blondy","Reggae"
"2295","Casey Veggies","Hip hop"
"2296","Sean Price","Hip Hop"
"2297","Big Freedia","Bounce"
"2298","Midnite","Reggae"
"2299","Peabo Bryson","R&B"
"2300","El Gran Combo de Puerto Rico","Salsa"
"2301","Black Uhuru","Reggae"
"2302","Watsky","Alternative hip hop"
"2303","Mykal Rose","Reggae"
"2304","Shuggie Otis","Psychedelic soul"
"2305","Naughty By Nature","Hip hop"
"2306","Geto Boys","Hip hop"
"2307","K-Os","Alternative hip hop"
"2308","Oddisee","Hip hop"
"2309","Dead Prez","Hip hop"
"2310","Alexander O'Neal","R&B"
"2311","Jimmy Herring","Rock"
"2312","Take 6","Gospel"
"2313","Idan Raichel","Pop"
"2314","Smash Mouth","Alternative rock"
"2315","The Skatalites","Ska"
"2316","Mykki Blanco","Alternative hip hop"
"2317","Jorge Ben Jor","MPB"
"2318","Everyone Orchestra","Rock"
"2319","Run DMT","Edm"
"2320","Tito Nieves","Salsa"
"2321","Chris Webby","Hip hop"
"2322","David Crowder","Contemporary Christian music"
"2323","The New Mastersounds","Funk"
"2324","Jody Watley","Pop"
"2325","James Cotton","Blues"
"2326","Alex Ubago","Pop. Pop Rock"
"2327","All-4-One","R&B"
"2328","Sharon Corr","Pop"
"2329","Booker T. Jones","R&B"
"2330","The Persuasions","A cappella"
"2331","Tia Fuller","Jazz"
"2332","Carolyn Wonderland","Blues"
"2333","Letoya","R&B"
"2334","Henry Santos","BachataR&B"
"2335","Martha Reeves","Pop"
"2336","Biz Markie","Hip hop"
"2337","Jill Sobule","Folk rock"
"2338","Cultura Profetica","Reggae en EspañolReggaeRoots reggae"
"2339","August Alsina","R&B"
"2340","Joe Purdy","Folk"
"2341","DJ Premier","Hip hop"
"2342","Trina","Hip hop"
"2343","Roy Ayers","Jazz"
"2344","The Polish Ambassador","Electronic"
"2345","T-Pain","Hip hop"
"2346","Seun Kuti","Afrobeat"
"2347","Jesse Boykins III","World"
"2348","Chronixx","Reggae"
"2349","Bun B","Hip hop"
"2350","Kat Dahlia","Alternative R&B"
"2351","Dave Weckl","Jazz fusion"
"2352","Ja Rule","Hip hop]"
"2353","Michelle Chamuel","Electronic pop"
"2354","Hopsin","Hip hop"
"2355","Ed Motta","Rock"
"2356","Los Pericos","Reggae"
"2357","Romain Virgo","Reggae"
"2358","JD Samson",NA
"2359","Vertical Horizon","Alternative rock"
"2360","Sevendust","Alternative metal"
"2361","Omar Souleyman","Dabke"
"2362","Force M.D.'s","R&B"
"2363","Tech N9ne","Hip hop"
"2364","Patrizio Buanne","Adult contemporary"
"2365","Flavor Flav","Hip hop"
"2366","N'dea Davenport","Acid jazz"
"2367","Sevyn Streeter","R&B"
"2368","Big Sam's Funky Nation","Funk"
"2369","Joey Montana","Reggaeton"
"2370","Curtis Stigers","Jazz"
"2371","The Underachievers","East Coast hip hop"
"2372","Deafheaven","Black metal"
"2373","Blackalicious","Alternative hip hop"
"2374","I Love Makonnen","Hip hop"
"2375","Fucked Up","Hardcore punk"
"2376","Ky-mani Marley","Reggae"
"2377","Screeching Weasel","Punk rock"
"2378","Dave Barnes","Rock"
"2379","Yellowjackets","Jazz fusion"
"2380","The Damnwells","Indie"
"2381","Darlene Love","Jazz"
"2382","Lisa Fischer","Rock"
"2383","Eric Krasno","Soul jazz"
"2384","Terri Lyne Carrington","Jazz"
"2385","OG Maco","Hip hop"
"2386","Kid Creole And The Coconuts","Latin"
"2387","Eddie Palmieri","Latin jazz"
"2388","John Kadlecik","Folk rock"
"2389","Tom Odell","Indie pop"
"2390","Rakim","Hip hop"
"2391","Cee Lo Green","R&B"
"2392","Fat Joe","Hip hop"
"2393","Uncle Acid & the Deadbeats","Heavy metal"
"2394","Buckcherry","Hard rock"
"2395","Devin The Dude","Hip hop"
"2396","Jadakiss","Hip hop"
"2397","Joe Budden","Hip hop"
"2398","Protoje","Dub"
"2399","Manu Dibango","African Rumba"
"2400","AraabMuzik","Hip hop"
"2401","Aterciopelados","Rock en español"
"2402","Aaron Carter","Pop"
"2403","Richard Bona","Jazz fusion"
"2404","Pussy Riot","Punk rock"
"2405","Todos Tus Muertos","Punk rockReggae fusionSka-punkAlternative rockPost-punk (early)"
"2406","Sebastian Bach","Heavy metal"
"2407","Martin Barre","Progressive rock"
"2408","Walter Trout","Blues"
"2409","Ha-Ash","PopLatin popCountry"
"2410","Elise Testone","Rock"
"2411","Eric Gales","Blues-rock"
"2412","Butch Trucks","Southern rock"
"2413","Mark Farner","Rock"
"2414","Substantial","Hip hop"
"2415","Jidenna","Hip hop"
"2416","Residente Calle 13","Hip hop"
"2417","Rich Chigga","Hip hop"
"2418","Joshua Redman","Jazz"
"2419","Richard Smallwood","Gospel music"
"2420","Draco Rosa","Rock"
"2421","Somi",NA
"2422","Beanie Sigel","Hip hop"
"2423","Black Tiger Sex Machine","Electro"
"2424","Yemi Alade","Afro pop"
"2425","Gian Marco","Pop"
"2426","Dave Holland","Jazz"
"2427","Kurt Elling","Vocal jazz"
"2428","Patti Austin","R&B"
"2429","Phil Woods","Jazz"
"2430","Airto Moreira","Jazz"
"2431","The Everybodyfields","Country"
"2432","Kenny Barron","Jazz"
"2433","Sonny Rollins","Jazz"
"2434","Wynton Marsalis","Jazz"
"2435","Pink Martini","Pop jazz"
"2436","Lila Downs","World music"
"2437","Marvin Hamlisch","Musical theatre · Film music · Pops"
"2438","Andrea Bocelli","Classical crossover"
"2439","Javon Jackson","Jazz"
"2440","Dr. Michael White","Jazz"
"2441","Nicola Benedetti","Classical"
"2442","So Percussion","Percussion"
"2443","Rachel Grimes","Instrumental"
"2444","Efrat Gosh","Alternative pop"
"2445","Barbara Lynn","Rhythm and blues"
"2446","Ray Chen","Classical"
"2447","Christian Scott","Jazz"
"2448","Clare Burson","Indie folk"
"2449","John Pizzarelli","Jazz"
"2450","Charlie Haden","Free jazz"
"2451","Yo-Yo Ma","Classical"
"2452","Cedric Watson","Cajun"
"2453","Namgar","Traditional"
"2454","Jonathan Batiste","Jazz"
"2455","Mavis Staples","R&B"
"2456","George Benson","Jazz"
"2457","Dee Dee Bridgewater","Jazz"
"2458","Rafael Fruhbeck de Burgos","Classical"
"2459","Stevie Wonder","Soul"
"2460","Alison Brown","Bluegrass"
"2461","Primitivity","Cello rock"
"2462","Kirk Franklin","Christian hip hop"
"2463","Andrea Centazzo","Jazz"
"2464","Dave Brubeck Quartet","Jazz"
"2465","Jon Secada","Pop"
"2466","Marcus Strickland","Jazz"
"2467","Rudresh Mahanthappa","Jazz"
"2468","Itzhak Perlman","Baroque"
"2469","Toots Thielemans","Jazz"
"2470","Raghu Dixit","Folk"
"2471","Roy Haynes","Jazz"
"2472","Panjabi MC","Electronica"
"2473","Herbie Hancock","Jazz"
"2474","Smokey Robinson","R&B"
"2475","Roberta Flack","Jazz"
"2476","Sol Gabetta","Classical"
"2477","Bill Frisell","Jazz"
"2478","Nicholas Payton","Jazz"
"2479","Ute Lemper","Cabaret"
"2480","The Chieftains","Traditional IrishIrish folkCeltic"
"2481","David Foster","Pop"
"2482","Maureen McGovern","Broadway"
"2483","Patti Labelle","R&B"
"2484","Jack DeJohnette","Jazz"
"2485","Geri Allen","Jazz"
"2486","Jason Marsalis","Jazz"
"2487","Marc Cary","Jazz"
"2488","Kobo Town","Caribbean music"
"2489","Cheick Hamala Diabate","Griot"
"2490","Cecil Taylor","Jazz"
"2491","Emerson String Quartet","Classical"
"2492","Jackson Browne","Rock"
"2493","Danny Elfman","Rock"
"2494","Gustavo Dudamel","Classical"
"2495","Colin Stetson","jazz"
"2496","Robin Eubanks","Jazz"
"2497","Alisa Weilerstein","classical"
"2498","Grace & Tony","Americana"
"2499","Michael W. Smith","CCM"
"2500","Charlie Musselwhite","Electric blues"
"2501","Steven Curtis Chapman","Contemporary Christian music"
"2502","Vijay Iyer","Jazz"
"2503","The Jive Aces","JiveSwingBoogie WoogieSkiffle"
"2504","Bonnie Raitt","Blues"
"2505","Sara Watkins","Bluegrass"
"2506","Storm Large","Rock"
"2507","Alarm Will Sound","Classical"
"2508","Rene Marie","Jazz"
"2509","Gillian Welch","Americana"
"2510","Tamer Hosny",NA
"2511","Barenaked Ladies","Alternative rock"
"2512","Kirk Whalum","Smooth jazz"
"2513","Chuck D","Hip hop"
"2514","Chelsea Wolfe","Folk"
"2515","Phillip Phillips","Pop rock"
"2516","Natalie Merchant","Alternative rock"
"2517","Bryan Ferry","Pop rock"
"2518","Chrissie Hynde","Rock"
"2519","Johnny Hallyday","Rock and roll"
"2520","Sun Ra Arkestra","Avant-garde jazz"
"2521","Steve Hackett","Progressive rock"
"2522","Jennifer Nettles","Country"
"2523","Kiesza","House"
"2524","Natalia LaFourcade","Pop rock"
"2525","Rhiannon Giddens","Folk"
"2526","Corinne Bailey Rae","Soul"
"2527","Alessia Cara","Alternative R&B"
"2528","Vicente Amigo","Flamenco music"
"2529","Caitlin Canty","Americana"
"2530","Tom Petty And The Heartbreakers","Rock"
"2531","Foghat","Blues rock"
"2532","Jimmy Buffett","Gulf and Western"
"2533","Loverboy","Rock"
"2534","The Motels","New wave"
"2535","Men At Work","New wave"
"2536","Peter Gabriel","Progressive rock"
"2537","Eric Clapton","Rock"
"2538","Joni Mitchell","Folk"
"2539","Eurythmics","Synthpop"
"2540","INXS","Rock"
"2541","Huey Lewis And The News","Rock"
"2542","Cheap Trick","Rock"
"2543","Stevie Ray Vaughan","Blues rock"
"2544","Metallica","Heavy metal"
"2545","Ratt","Glam metal"
"2546","Thompson Twins","Pop"
"2547","The Kinks","Rock"
"2548","The Del Fuegos","Roots rock"
"2549","Stryper","Christian metal"
"2550","Alvin Lee","Blues rock"
"2551","Midge Ure","New wave"
"2552","Tom Tom Club","New wave"
"2553","Steve Winwood","Rock"
"2554","Bon Jovi","Hard rock"
"2555","Crosby & Nash","Rock"
"2556","Steely Dan","Jazz rock"
"2557","NOFX","Punk rock"
"2558","Phish","Rock"
"2559","Sheryl Crow","Pop"
"2560","BBMak","Pop"
"2561","Neil Young & Crazy Horse","Rock"
"2562","Kenny Chesney","Country"
"2563","Tracy Bonham","Alternative rockPost-grunge"
"2564","Brad Paisley","Country"
"2565","John Michael Montgomery","Country"
"2566","Dave Matthews Band","Rock"
"2567","The White Stripes","Blues rock"
"2568","Jo Dee Messina","Country"
"2569","Nickelback","Post-grunge"
"2570","Boys Like Girls","Pop rock"
"2571","Hinder","Alternative rock"
"2572","Sugarland","Country"
"2573","A Tribe Called Quest","Hip hop"
"2574","Dan Zanes","Rock"
"2575","Return to Forever","Jazz fusion"
"2576","Joe Cocker","Rock"
"2577","Staind","Alternative metal"
"2578","Jill Scott","R&B"
"2579","Leonard Cohen","Folk"
"2580","Twisted Sister","Heavy metal"
"2581","Darius Rucker","Rock"
"2582","Alan Jackson","Country"
"2583","Paramore","Alternative rock"
"2584","Alexisonfire","Post-hardcore"
"2585","Chiodos","Post-hardcore"
"2586","In This Moment","Alternative metal"
"2587","The Band Perry","Country"
"2588","Mumford & Sons","Folk rock"
"2589","Florence and the Machine","Indie rock"
"2590","Jason Aldean","Country"
"2591","Rascal Flatts","Country"
"2592","Imagine Dragons","Alternative rock"
"2593","Luke Bryan","Country4]"
"2594","Queen + Adam Lambert","Rock"
"2595","Jake Owen","Country"
"2596","Alabama Shakes","Blues rock"
"2597","Florida Georgia Line","Bro-Country"
"2598","We Came As Romans","Post-hardcore"
"2599","Memphis May Fire","Metalcore"
"2600","Miranda Lambert","Country"
"2601","Dustin Lynch","Country"
"2602","Maddie and Tae","Country pop"
"2603","Lynyrd Skynyrd","Southern rock"
"2604","Dierks Bentley","Country"
"2605","Hans Zimmer","Soundtrack"
"2606","MercyMe","Contemporary Christian"
"2607","Kelsea Ballerini","Country pop"
"2608","MC Chris","Nerdcore"
"2609","Black Dice","Experimental rock"
"2610","The Hush Sound","Indie pop"
"2611","Fear Before the March of Flames","Experimental rock"
"2612","Stereo Total","Electropop"
"2613","Alexi Murdoch","Folk"
"2614","Sage Francis","Hip hop"
"2615","Maria Taylor","Indie rock"
"2616","Silver Apples","Psychedelic rock"
"2617","Gang Gang Dance","Experimental"
"2618","Juliette And The Licks","Indie rock"
"2619","The Long Blondes","Indie rock"
"2620","Gruff Rhys",NA
"2621","Malajube","Indie rock"
"2622","The Automatic","Indie rock"
"2623","Insomnium","Melodic death metal"
"2624","Negativland","Experimental"
"2625","Half Japanese","Punk rock"
"2626","The Broken West","Indie rockPower pop"
"2627","OhGr","Synthpop"
"2628","Carolina Liar","Alternative rock"
"2629","Waco Brothers","Alt country"
"2630","Pela","Indie rock"
"2631","Bobby Bare Jr.","Americana"
"2632","Blue King Brown","Reggae"
"2633","Grand Archives","Indie rock"
"2634","Ryan Star","RockIndie rockAlternative rock"
"2635","The Virgins","Indie rock"
"2636","My Brightest Diamond","Indie rock"
"2637","Brother Ali","Hip hop"
"2638","Datarock","Electronic rock"
"2639","Califone","Indie rock"
"2640","Throw Me the Statue","Indie pop"
"2641","Black Moth Super Rainbow","Indietronica"
"2642","Sam Roberts Band","Rock"
"2643","Kate Voegele","Pop"
"2644","Tapes 'n Tapes","Indie rock"
"2645","These Arms Are Snakes","Post-hardcore"
"2646","Bedouin Soundclash","Alternative rock"
"2647","Telepathe","Experimental rock"
"2648","Apostle of Hustle","Indie rock"
"2649","Kate Havnevik","Electronica"
"2650","Land of Talk","Indie rock"
"2651","Rosi Golan","folk"
"2652","Back Door Slam","Blues rock"
"2653","Hercules & Love Affair","Disco"
"2654","A.A. Bondy","Folk"
"2655","Municipal Waste","Crossover thrash"
"2656","Semi Precious Weapons","Glam rock"
"2657","Four Year Strong","Pop punk"
"2658","Madball","Hardcore punk"
"2659","100 Monkeys",NA
"2660","Framing Hanley","Alternative rock"
"2661","Atomic Tom","Alternative rockIndie rock"
"2662","Vampires Everywhere!","Metalcore"
"2663","Cold Cave","Synthpop"
"2664","WU LYF","Indie rock"
"2665","Shwayze","Hip hop"
"2666","Cavalera Conspiracy","Groove metal"
"2667","The Dirtbombs","Garage rock"
"2668","Secret Chiefs 3","Avant-garde"
"2669","The Rural Alberta Advantage","Indie rock"
"2670","Karma to Burn","Desert rock"
"2671","Snarky Puppy","jazz fusion"
"2672","Fidel Nadal","Reggae"
"2673","Big D And The Kids Table","Ska punk"
"2674","The Greenhornes","Garage rock"
"2675","Farewell Continental","Alternative rock"
"2676","Chad VanGaalen","Indie rock"
"2677","The Static Jacks","Indie rockPunkGrunge"
"2678","Jay Brannan",NA
"2679","Propagandhi","Punk rock"
"2680","The Wanted","Dance-pop"
"2681","Hot Snakes","Post-hardcore"
"2682","How to Dress Well","Ambient"
"2683","The Jezabels","Indie rock"
"2684","The Clean","Indie rock"
"2685","The Sheepdogs","Rock"
"2686","Angus Stone","Folk"
"2687","Milo Greene","Indie"
"2688","MellowHype","Hip hop"
"2689","The Adicts","Punk rock"
"2690","Lotus Plaza","Indie rock"
"2691","P.O.S","Hip hop"
"2692","The Souljazz Orchestra","Roots music"
"2693","Craig Finn","Post-punk"
"2694","Nick Waterhouse","Rhythm and blues"
"2695","Katie Herzig","Folk rock"
"2696","Ssion",NA
"2697","Aziatix","R&B"
"2698","Ballyhoo!","Alternative rock"
"2699","DJ Dan","House"
"2700","The Music Tapes","Indie"
"2701","Generationals","New wave"
"2702","Palma Violets","Indie rock"
"2703","Every Time I Die","Metalcore"
"2704","Bad Rabbits","Funk rock"
"2705","Kvelertak","Black 'n' roll"
"2706","Autre Ne Veut","Alternative R&B"
"2707","Boysetsfire","Post-hardcore"
"2708","The Menzingers","Punk rock"
"2709","Niki & The Dove","Futurepop"
"2710","Hawkwind","Space rock"
"2711","The Cave Singers","Indie rockIndie folk"
"2712","Swingin' Utters","Punk rock"
"2713","Modern Life Is War","Melodic hardcore"
"2714","Reverend Peyton's Big Damn Band","Roots music"
"2715","Sir Sly","Alternative rock"
"2716","Dinner and a Suit","Pop Rock"
"2717","DJ Nu-Mark","Hip hop"
"2718","Kopecky Family Band","Indie rock"
"2719","Asher Roth","Hip hop"
"2720","Andrew Jackson Jihad","Folk punk"
"2721","Eagulls","Post-punk"
"2722","Dan Croll","Indie rock"
"2723","Red Fang","Stoner metal"
"2724","Jolie Holland","Rock"
"2725","OOIOO","Experimental rock"
"2726","Connan Mockasin","Psychedelic pop"
"2727","Dallas Frasca","Rock"
"2728","Joywave","Indie rock"
"2729","Tigers Jaw","Emo"
"2730","Refused","Hardcore punk"
"2731","Heems","Alternative hip hop"
"2732","Gin Wigmore","Blues rock"
"2733","The Early November","Emo"
"2734","A Silent Film","Piano rock"
"2735","The Vaselines","Alternative rock"
"2736","Angel Haze","Hip hop"
"2737","The Family Crest","Indie rock"
"2738","Godflesh","Industrial metal"
"2739","Ben Sollee","Bluegrass"
"2740","Goatwhore","Blackened death metal"
"2741","William Elliott Whitmore","Alternative country"
"2742","Doomtree","Hip hop"
"2743","Fantastic Negrito","Roots music"
"2744","Will Butler","Indie rock"
"2745","Kate Boy","Synthpop"
"2746","Young Fathers","Hip hop"
"2747","The Suicide Machines","Punk rock"
"2748","Strung Out","Punk rock"
"2749","Cappadonna","Hip hop"
"2750","DNCE","Funk-pop]"
"2751","Greg Graffin","Punk rock"
"2752","Palehound","Rock"
"2753","Lil Debbie","Hip hop"
"2754","Hank & Cupcakes","Alternative"
"2755","The Ike Reilly Assassination","Folk rock"
"2756","The Yawpers","Rock and rollAmericanaPunk rockBlues rock"
"2757","He Is Legend","Hard rock"
"2758","Nothing But Thieves","Alternative rock"
"2759","PWR BTTM","Punk rock"
"2760","Denzel Curry","Hip hop"
"2761","The Staves","Folk rock"
"2762","American Authors","Pop rock"
"2763","Girlpool","Indie rock"
"2764","Sunflower Bean","Alternative rock"
"2765","Elliphant","Electronic"
"2766","Billy Talent","Punk rock"
"2767","Basia Bulat","Folk"
"2768","The Subways","Punk rock"
"2769","Stormzy","Grime"
"2770","This Wild Life","Emo"
"2771","Intronaut","Progressive metal"
"2772","Lil Uzi Vert","Hip hop"
"2773","Unearth","Metalcore"
"2774","Skinny Lister","Folk"
"2775","Jah Wobble","Post-punk"
"2776","SKYWLKR","Hip hop"
"2777","Trixie Whitley","Alternative rock"
"2778","Ben Watt","Alternative rock"
"2779","Fellowcraft","Rock"
"2780","Sleeping With Sirens","Post-hardcore"
"2781","Jaymes Young","Alternative rock"
"2782","Dua Lipa","Pop"
"2783","Jagwar Ma","Psychedelic rock"
"2784","Dragonforce","Power metal"
"2785","The Wild Reeds","Indie folk"
"2786","John Moreland","AmericanaFolk rockAlternative country"
"2787","Rainer Maria","Indie rock"
"2788","Ho99o9","Experimental hip hop"
"2789","Sannhet","Instrumental metal"
"2790","Advance Base","Lo-fi"
"2791","Marc E Bassy","Hip hop"
"2792","Mystery Skulls","Electronica"
"2793","Icon for Hire","Alternative rock"
"2794","Night Beats","Garage rock"
"2795","Nicole Dollanganger","Sadcore"
"2796","Muhsinah","R&B / Indie Pop"
"2797","The Walters","Indie rock"
"2798","Sam Outlaw","Country"
"2799","Ken Vandermark","Avant-garde"
"2800","Sad13","Indie rock"
"2801","Tank and the Bangas","Funk-Soul"
"2802","Tei Shi","Indie pop"
"2803","Coast Modern","Indie pop"
"2804","Smino","Hip hop"
"2805","Kevin Abstract","Alternative hip hop"
"2806","Hey Violet","Pop punk"
"2807","Allie X","Synthpop"
"2808","Loyle Carner","hip hop"
"2809","Mix Master Mike","Turntablism"
"2810","Blank Range","Rock"
"2811","Public Access T.V.","Rock"
"2812","Lauv","Pop"
"2813","Julie Byrne","Indie folk"
"2814","Lola Marsh","Dream pop"
"2815","That 1 Guy","Rhythm & Sound"
"2816","Jillette Johnson","Pop · piano rock · indie"
"2817","A.CHAL","Hip hop"
"2818","Grace Weber","R&B"
"2819","Marbin","Jazz rock"
"2820","Crue","Heavy metal"
"2821","Daphne Willis","Alternative Pop"
"2822","Audien","Progressive house"
"2823","Pete Tong","Electronica"
"2824","Dzeko and Torres","Electro House"
"2825","The M Machine","Electro house"
"2826","Dirtyphonics","Dubstep"
"2827","Ookay","Dubstep"
"2828","Stafford Brothers","House"
"2829","Fox Stevenson","House"
"2830","Danny Byrd","Drum and bass"
"2831","Roger Sanchez","House"
"2832","Sharam","Electronica"
"2833","San Holo","Trap"
"2834","Fedde le Grand","House"
"2835","Vicetone","Progressive house"
"2836","Noisia","Drum and bass (specifically neurofunk and techstep)3]"
"2837","Paul Oakenfold","Electronica"
"2838","Pegboard Nerds","EDM"
"2839","Pierce Fulton","Progressive House"
"2840","Skream","Dubstep"
"2841","Dieselboy","Drum and bass"
"2842","Andrew Rayel","Trance (earlier works)"
"2843","Chris Lake","House"
"2844","Ellen Allien","Experimental techno"
"2845","Dannic","EDM"
"2846","Gabriel & Dresden","Progressive trance"
"2847","Nicole Moudaber","Techno"
"2848","Danny Tenaglia","Tribal house"
"2849","Ephwurd","House music"
"2850","Robbie Rivera","Electro"
"2851","Erick Morillo","House"
"2852","Victor Calderone","House"
"2853","Coone","Hard house"
"2854","Sander Kleinenberg","House"
"2855","Patrick Topping","House"
"2856","Jonas Blue","Dance-pop"
"2857","Sigala","House"
"2858","Camo & Krooked","Drum and bass"
"2859","Grum","House"
"2860","ATB","Electronic dance music (EDM)"
"2861","Timmy Trumpet","House"
"2862","Green Velvet","Techno"
"2863","Darude","EDM"
"2864","Yotto","Deep House"
"2865","Chocolate Puma","House"
"2866","MAKJ","electro house"
"2867","Art Garfunkel","Folk"
"2868","Anne Murray","Country"
"2869","Brian Setzer Orchestra","Swing revival"
"2870","Evelyn Glennie",NA
"2871","Olga Kern","Classical"
"2872","Frankie Valli & The Four Seasons","Rock"
"2873","Kenny Rogers","Country"
"2874","Pat Metheny Group","Jazz"
"2875","Turtle Island Quartet","Jazz"
"2876","Sezen Aksu","Pop"
"2877","George Fenton",NA
"2878","Dave Brubeck","Jazz"
"2879","Stephen Sondheim","Musical theatre"
"2880","Emanuel Ax",NA
"2881","Johnny Mathis","Easy listening"
"2882","Hilary Hahn","Classical"
"2883","Jim Lauderdale","Americana"
"2884","Allen Toussaint","R&B"
"2885","The 5 Browns","Classical"
"2886","Max Raabe","Cabaret"
"2887","Hot 8 Brass Band","Jazz"
"2888","Yasmin Levy","Sephardic music"
"2889","Frederic Yonnet","R&B"
"2890","Margo Rey","Pop"
"2891","Diana Krall","Jazz"
"2892","Sergio Mendes","Bossa nova"
"2893","Julio Iglesias","Latin"
"2894","Josh Turner","Country"
"2895","Neil Sedaka","Pop"
"2896","Puscifer","Alternative rock"
"2897","Estrella Morente","Cante flamenco"
"2898","California Guitar Trio","Instrumental rock"
"2899","Chucho Valdes","Afro-Cuban jazz"
"2900","The Tenors","Operatic pop"
"2901","Cyrille Aimee","Jazz"
"2902","Ana Moura","Fado"
"2903","Mike Mills","Alternative rock"
"2904","Vintage Trouble","Blues"
"2905","LMFAO","Hip hop"
"2906","Asking Alexandria","Metalcore"
"2907","Bring Me The Horizon","Alternative metal"
"2908","Between The Buried And Me","Progressive metal"
"2909","George Thorogood","Blues rock"
"2910","Joe Jonas","Pop"
"2911","Tito El Bambino","Reggaeton"
"2912","Flogging Molly","Celtic punk"
"2913","Afrojack","Progressive house"
"2914","Timeflies","Pop"
"2915","Dethklok","Melodic death metal"
"2916","August Burns Red","Metalcore"
"2917","Hoodie Allen","Hip hop"
"2918","Boys Noize","Electro house"
"2919","Go Radio","Alternative rock"
"2920","Lecrae","Christian hip hop"
"2921","Sara Evans","Country"
"2922","Static-X","Nu metal"
"2923","Los Enanitos Verdes","Rock"
"2924","The J. Geils Band","Rock"
"2925","Mushroomhead","Industrial metal"
"2926","Emmure","Metalcore"
"2927","Black Cobain","Hip hop"
"2928","Theory of a Deadman","Post-grunge"
"2929","Franco de Vita","Latin pop"
"2930","Allstar Weekend","Pop rock"
"2931","Grupo Niche","Salsa"
"2932","Jordan Knight","Dance-pop"
"2933","Candlebox","Post-grunge"
"2934","James McCartney","Rock"
"2935","Chino y Nacho","Música tropical"
"2936","Ace Enders and A Million Different People","Alternative rock"
"2937","Prince Royce","Latin pop"
"2938","Ab-Soul","Hip hop"
"2939","Stone Sour","Heavy metal"
"2940","Meshuggah","Extreme metal"
"2941","The Specials","Tone"
"2942","Gary Allan","Country"
"2943","Heaven's Basement","Hard rock"
"2944","Cher Lloyd","Pop"
"2945","Blackberry Smoke","Southern rock"
"2946","Billy Currington","Country"
"2947","Jonas Brothers","Rock"
"2948","Ben Rector","Pop rock"
"2949","Jerrod Niemann","Country"
"2950","David Nail","Country"
"2951","Chase Rice","Country"
"2952","Cristian Castro","Latin pop"
"2953","Jon Foreman",NA
"2954","Jason Derulo","R&B"
"2955","Black Veil Brides","Glam metal"
"2956","Austin Mahone","Teen pop"
"2957","Method Man & Redman","Hip hop"
"2958","Sublime With Rome","Reggae rock"
"2959","Iggy Azalea","Hip hop"
"2960","blessthefall","Metalcore"
"2961","Nyck Caution","Hip hop"
"2962","Karmin","Pop"
"2963","Little Mix","Pop"
"2964","Escape the Fate","Post-hardcore"
"2965","Ty Dolla $ign","Hip hop"
"2966","Fifth Harmony","Pop"
"2967","The Janoskians","Pop music"
"2968","3BallMTY","Edm"
"2969","Zucchero","Blues"
"2970","Scotty McCreery","Country"
"2971","Thompson Square","Country"
"2972","Davido","Afropop"
